"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"2320",333,40433,40286,NA,107576203,107576151,2752,22,566.7608696,0.001766439,"ScnbKXS_333;HRSCAF=391",333,99.324,148,0,1,39,185,40433,40286,0.0000000000000000000000000000000000000000000000000000000000000000000204,267
"2321",16092,10339,10688,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.145,351,2,1,5526,5876,10339,10688,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000147,630
"2326",16092,55991,55898,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,94,0,0,5873,5966,55991,55898,0.000000000000000000000000000000000000000297,174
"2327",16092,56412,56061,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.716,352,0,1,5526,5876,56412,56061,0,643
"2328",16092,56938,56756,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.454,183,1,0,5345,5527,56938,56756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463,333
"2329",16092,57224,57045,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,180,0,0,5165,5344,57224,57045,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463,333
"2331",16092,57923,57687,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,237,0,0,4775,5011,57923,57687,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000953,438
"2332",16092,58117,58034,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,84,0,0,4694,4777,58117,58034,0.000000000000000000000000000000000107,156
"2333",16092,58393,58209,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,185,0,0,4513,4697,58393,58209,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000769,342
"2335",16092,59019,58899,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.174,121,1,0,4307,4427,59019,58899,0.0000000000000000000000000000000000000000000000000000135,219
"2336",16092,59346,59100,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,247,0,0,4066,4312,59346,59100,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000263,457
"2337",16092,59930,59721,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.048,210,2,0,3859,4068,59930,59721,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000211,377
"2338",16092,60343,60278,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,66,0,0,3798,3863,60343,60278,0.00000000000000000000000109,122
"2339",16092,60559,60430,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.231,130,1,0,3671,3800,60559,60430,0.000000000000000000000000000000000000000000000000000000000134,235
"2340",16092,60749,60655,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,95,0,0,3578,3672,60749,60655,0.0000000000000000000000000000000000000000825,176
"2341",16092,61017,60949,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,69,0,0,3511,3579,61017,60949,0.0000000000000000000000000234,128
"2342",16092,61295,61101,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,195,0,0,3317,3511,61295,61101,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212,361
"2344",16092,62244,62154,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,91,0,0,3093,3183,62244,62154,0.0000000000000000000000000000000000000138,169
"2347",16092,64235,64182,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,54,0,0,2885,2938,64235,64182,0.00000000000000000511,100
"2348",16092,64706,64599,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,108,0,0,2779,2886,64706,64599,0.0000000000000000000000000000000000000000000000049,200
"2349",16092,64852,64789,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,100,64,0,0,2720,2783,64852,64789,0.0000000000000000000000141,119
"2352",16092,66308,65914,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.495,396,1,1,2018,2413,66308,65914,0,719
"2354",16092,68569,66621,NA,116389243,116389060,468,24,1024.66,0.001628425,"ScnbKXS_16092;HRSCAF=19189",16092,99.079,1954,11,7,1,1952,68569,66621,0,3502
"2356",16425,43655,43473,NA,101304527,101304457,839,20,321.7460317,0.001552796,"ScnbKXS_16425;HRSCAF=19860",16425,99.454,183,1,0,967,1149,43655,43473,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000168,333
"2364",16425,54867,54508,NA,101304527,101304457,839,20,321.7460317,0.001552796,"ScnbKXS_16425;HRSCAF=19860",16425,99.446,361,0,2,1638,1997,54867,54508,0,654
"2370",1117,23385,23558,NA,107576203,107576151,1052,24,123.0933333,0.001353616,"ScnbKXS_1117;HRSCAF=1317",1117,100,174,0,0,478,651,23385,23558,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000171,322
"2375",1750,185420,187657,NA,107576203,107576151,849,22,360.6376812,0.00046225,"ScnbKXS_1750;HRSCAF=2070",1750,99.062,2239,19,2,1,2238,185420,187657,0,4017
"2376",1750,185607,185215,NA,107576203,107576151,849,22,360.6376812,0.00046225,"ScnbKXS_1750;HRSCAF=2070",1750,99.491,393,2,0,2282,2674,185607,185215,0,715
"2380",1750,188910,188859,NA,107576203,107576151,849,22,360.6376812,0.00046225,"ScnbKXS_1750;HRSCAF=2070",1750,100,52,0,0,2675,2726,188910,188859,0.0000000000000000593,97.1
"2382",1750,189632,189589,NA,107576203,107576151,849,22,360.6376812,0.00046225,"ScnbKXS_1750;HRSCAF=2070",1750,100,44,0,0,2239,2282,189632,189589,0.00000000000166,82.4
"2386",333,33042,33376,NA,107576203,107576151,1002,24,121.5,0,"ScnbKXS_333;HRSCAF=391",333,99.701,335,1,0,123,457,33042,33376,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441,614
"2388",333,33796,34016,NA,107576203,107576151,1002,24,121.5,0,"ScnbKXS_333;HRSCAF=391",333,99.548,221,1,0,953,1173,33796,34016,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104,403
"2394",799,146939,147175,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,99.578,237,1,0,1781,2017,146939,147175,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015,433
"2395",799,147990,148093,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,99.038,104,1,0,257,360,147990,148093,0.0000000000000000000000000000000000000000000129,187
"2396",799,148198,148252,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,100,55,0,0,357,411,148198,148252,0.000000000000000000482,102
"2397",799,148338,148447,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,100,110,0,0,407,516,148338,148447,0.000000000000000000000000000000000000000000000000128,204
"2400",799,148791,148820,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,100,30,0,0,2226,2255,148791,148820,0.000038,56.5
"2401",799,148827,148856,NA,107576203,107576151,6987,14,382.6777778,0,"ScnbKXS_799;HRSCAF=948",799,100,30,0,0,2190,2219,148827,148856,0.000038,56.5
"2402",799,290684,293502,NA,107576203,107576151,10824,2,67.16666667,0,"ScnbKXS_799;HRSCAF=948",799,99.009,2826,21,7,1,2826,290684,293502,0,5057
"2416",2173,114907,115312,NA,120771737,120771778,11500,22,127,0,"ScnbKXS_2173;HRSCAF=2562",2173,99.507,406,2,0,1835,2240,114907,115312,0,739
"2417",2173,117164,117953,NA,120771737,120771778,11500,22,127,0,"ScnbKXS_2173;HRSCAF=2562",2173,99.116,792,0,5,789,1575,117164,117953,0,1417
"2422",2173,124198,123412,NA,120771737,120771778,11500,22,127,0,"ScnbKXS_2173;HRSCAF=2562",2173,99.873,787,1,0,789,1575,124198,123412,0,1448
"2423",2173,126462,126063,NA,120771737,120771778,11500,22,127,0,"ScnbKXS_2173;HRSCAF=2562",2173,100,400,0,0,1841,2240,126462,126063,0,739
"2425",2173,127209,126459,NA,120771737,120771778,11500,22,127,0,"ScnbKXS_2173;HRSCAF=2562",2173,99.069,752,6,1,37,788,127209,126459,0,1349
"2426",2272,123082,122900,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,99.454,183,1,0,1277,1459,123082,122900,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000983,333
"2427",2272,123436,123082,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,99.437,355,2,0,425,779,123436,123082,0,645
"2428",2272,124208,124089,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,120,0,0,779,898,124208,124089,0.000000000000000000000000000000000000000000000000000000222,222
"2429",2272,124341,124282,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,60,0,0,1218,1277,124341,124282,0.000000000000000000000501,111
"2430",2272,124464,124419,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,46,0,0,1174,1219,124464,124419,0.0000000000000304,86.1
"2431",2272,124710,124634,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,77,0,0,1099,1175,124710,124634,0.000000000000000000000000000000178,143
"2432",2272,125323,125121,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,203,0,0,897,1099,125323,125121,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161,375
"2433",2272,126579,126215,NA,120771737,120771778,6426,6,114.5714286,0,"ScnbKXS_2272;HRSCAF=2680",2272,99.452,365,2,0,59,423,126579,126215,0,664
"2436",2272,905407,905579,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,173,0,0,469,641,905407,905579,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000629,320
"2437",2272,905666,905754,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,89,0,0,639,727,905666,905754,0.0000000000000000000000000000000000000312,165
"2438",2272,905979,906116,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,138,0,0,725,862,905979,906116,0.000000000000000000000000000000000000000000000000000000000000000018,255
"2439",2272,906299,906411,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,99.115,113,1,0,861,973,906299,906411,0.000000000000000000000000000000000000000000000000066,204
"2440",2272,906751,906844,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,94,0,0,972,1065,906751,906844,0.0000000000000000000000000000000000000000518,174
"2441",2272,906919,907024,NA,120771737,120771778,8123,12,93.5,0,"ScnbKXS_2272;HRSCAF=2680",2272,100,106,0,0,1066,1171,906919,907024,0.0000000000000000000000000000000000000000000000111,196
"2443",3046,9472,9414,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,100,59,0,0,1287,1345,9472,9414,0.00000000000000000000159,110
"2444",3046,9752,9573,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,99.448,181,0,1,1107,1287,9752,9573,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000402,327
"2445",3046,10101,9860,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,100,242,0,0,870,1111,10101,9860,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296,448
"2447",3046,10977,11377,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,99.751,402,0,1,1,402,10977,11377,0,736
"2448",3046,11018,10919,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,100,100,0,0,704,803,11018,10919,0.0000000000000000000000000000000000000000000256,185
"2450",3046,12042,12249,NA,142526366,142526407,6875,24,152.78,0,"ScnbKXS_3046;HRSCAF=3600",3046,100,208,0,0,393,600,12042,12249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000235,385
"2457",3192,1807,1726,NA,142526366,142526407,11608,20,71.5,0,"ScnbKXS_3192;HRSCAF=3766",3192,100,82,0,0,1183,1264,1807,1726,0.000000000000000000000000000000000302,152
"2460",3192,4537,4422,NA,142526366,142526407,11608,20,71.5,0,"ScnbKXS_3192;HRSCAF=3766",3192,99.138,116,1,0,904,1019,4537,4422,0.00000000000000000000000000000000000000000000000000176,209
"2462",3192,5411,5340,NA,142526366,142526407,11608,20,71.5,0,"ScnbKXS_3192;HRSCAF=3766",3192,100,72,0,0,834,905,5411,5340,0.000000000000000000000000000109,134
"2463",3192,5595,5509,NA,142526366,142526407,11608,20,71.5,0,"ScnbKXS_3192;HRSCAF=3766",3192,100,87,0,0,749,835,5595,5509,0.000000000000000000000000000000000000501,161
"2466",3964,22641,22311,NA,100562097,100562058,12245,10,310.3333333,0,"ScnbKXS_3964;HRSCAF=4675",3964,99.396,331,2,0,1452,1782,22641,22311,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000384,601
"2468",3964,23021,22908,NA,100562097,100562058,12245,10,310.3333333,0,"ScnbKXS_3964;HRSCAF=4675",3964,99.123,114,1,0,1254,1367,23021,22908,0.0000000000000000000000000000000000000000000000000352,206
"2471",3964,24062,23977,NA,100562097,100562058,12245,10,310.3333333,0,"ScnbKXS_3964;HRSCAF=4675",3964,100,86,0,0,988,1073,24062,23977,0.00000000000000000000000000000000000278,159
"2472",3964,24248,24157,NA,100562097,100562058,12245,10,310.3333333,0,"ScnbKXS_3964;HRSCAF=4675",3964,100,92,0,0,899,990,24248,24157,0.00000000000000000000000000000000000000128,171
"2476",3964,25471,25305,NA,100562097,100562058,12245,10,310.3333333,0,"ScnbKXS_3964;HRSCAF=4675",3964,100,167,0,0,1783,1949,25471,25305,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000026,309
"2479",4750,84313,84350,NA,123473015,123472945,494,22,121,0,"ScnbKXS_4750;HRSCAF=5585",4750,100,38,0,0,1956,1993,84313,84350,0.00000000147,71.3
"2480",4750,84355,84389,NA,123473015,123472945,494,22,121,0,"ScnbKXS_4750;HRSCAF=5585",4750,100,35,0,0,1785,1819,84355,84389,0.0000000685,65.8
"2481",4750,84388,84324,NA,123473015,123472945,494,22,121,0,"ScnbKXS_4750;HRSCAF=5585",4750,100,65,0,0,1075,1139,84388,84324,0.00000000000000000000000144,121
"2489",4750,85349,85442,NA,123473015,123472945,494,22,121,0,"ScnbKXS_4750;HRSCAF=5585",4750,100,94,0,0,1392,1485,85349,85442,0.000000000000000000000000000000000000000109,174
"2497",5002,29401,29518,NA,123473015,123472945,4567,18,88.96491228,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,118,0,0,463,580,29401,29518,0.00000000000000000000000000000000000000000000000000000168,219
"2498",5002,29608,29663,NA,123473015,123472945,4567,18,88.96491228,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,56,0,0,578,633,29608,29663,0.0000000000000000000492,104
"2499",5002,29772,29863,NA,123473015,123472945,4567,18,88.96491228,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,92,0,0,632,723,29772,29863,0.000000000000000000000000000000000000000478,171
"2500",5002,29942,30044,NA,123473015,123472945,4567,18,88.96491228,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,103,0,0,723,825,29942,30044,0.000000000000000000000000000000000000000000000367,191
"2501",5002,30149,30273,NA,123473015,123472945,7515,20,56.50793651,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,125,0,0,1,125,30149,30273,0.000000000000000000000000000000000000000000000000000000000281,231
"2502",5002,30149,30233,NA,123473015,123472945,4567,18,88.96491228,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,85,0,0,822,906,30149,30233,0.00000000000000000000000000000000000372,158
"2504",5002,30656,30711,NA,123473015,123472945,7515,20,56.50793651,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,56,0,0,251,306,30656,30711,0.000000000000000000064,104
"2505",5002,30835,30877,NA,123473015,123472945,7515,20,56.50793651,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,43,0,0,305,347,30835,30877,0.00000000000108,80.5
"2507",5002,31809,31940,NA,123473015,123472945,7515,20,56.50793651,0,"ScnbKXS_5002;HRSCAF=5870",5002,100,132,0,0,446,577,31809,31940,0.0000000000000000000000000000000000000000000000000000000000000361,244
"2509",5193,7788,9014,NA,161291807,161291591,4326,24,160.7466667,0,"ScnbKXS_5193;HRSCAF=6095",5193,99.268,1229,2,7,40,1263,7788,9014,0,2213
"2512",5510,4043,4106,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,64,0,0,226,289,4043,4106,0.00000000000000000000000376,119
"2513",5510,4106,4264,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,159,0,0,999,1157,4106,4264,0.0000000000000000000000000000000000000000000000000000000000000000000000000000582,294
"2514",5510,4245,4204,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,42,0,0,1,42,4245,4204,0.00000000000638,78.7
"2515",5510,5683,5754,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,72,0,0,1155,1226,5683,5754,0.000000000000000000000000000134,134
"2527",5510,16314,16472,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,99.371,159,1,0,999,1157,16314,16472,0.00000000000000000000000000000000000000000000000000000000000000000000000000271,289
"2530",5510,19369,19571,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,99.507,203,1,0,1223,1425,19369,19571,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000094,370
"2531",5510,19785,19864,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,80,0,0,1424,1503,19785,19864,0.0000000000000000000000000000000048,148
"2532",5510,19967,20051,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,85,0,0,1499,1583,19967,20051,0.00000000000000000000000000000000000797,158
"2533",5510,20140,20222,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,83,0,0,1581,1663,20140,20222,0.000000000000000000000000000000000103,154
"2535",5510,21265,21329,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,65,0,0,414,478,21265,21329,0.00000000000000000000000105,121
"2536",5510,21424,21476,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,53,0,0,476,528,21424,21476,0.0000000000000000049,99
"2537",5510,21569,21731,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,99.387,163,1,0,526,688,21569,21731,0.0000000000000000000000000000000000000000000000000000000000000000000000000000162,296
"2538",5510,21950,22083,NA,161291807,161291591,6802,22,255.6666667,0,"ScnbKXS_5510;HRSCAF=6473",5510,100,134,0,0,686,819,21950,22083,0.0000000000000000000000000000000000000000000000000000000000000046,248
"2541",6491,228376,229035,NA,144687418,144686979,2414,24,302.9866667,0,"ScnbKXS_6491;HRSCAF=7602",6491,99.394,660,3,1,24,682,228376,229035,0,1195
"2542",6491,229618,230496,NA,144687418,144686979,2414,24,302.9866667,0,"ScnbKXS_6491;HRSCAF=7602",6491,99.205,880,4,3,681,1558,229618,230496,0,1583
"2545",6491,232812,232897,NA,144687418,144686979,2414,24,302.9866667,0,"ScnbKXS_6491;HRSCAF=7602",6491,100,86,0,0,2120,2205,232812,232897,0.00000000000000000000000000000000000257,159
"2550",8029,3543,3200,NA,100883538,100883045,13401,14,183.6111111,0,"ScnbKXS_8029;HRSCAF=9378",8029,99.709,344,1,0,930,1273,3543,3200,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000259,630
"2552",8029,4142,3974,NA,100883538,100883045,13401,14,183.6111111,0,"ScnbKXS_8029;HRSCAF=9378",8029,100,169,0,0,172,340,4142,3974,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000106,313
"2554",8029,5657,5437,NA,100883538,100883045,13401,14,183.6111111,0,"ScnbKXS_8029;HRSCAF=9378",8029,99.095,221,1,1,713,932,5657,5437,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103,396
"2555",8029,6244,5992,NA,100883538,100883045,13401,14,183.6111111,0,"ScnbKXS_8029;HRSCAF=9378",8029,99.209,253,2,0,461,713,6244,5992,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000465,457
"2558",8861,5800,5957,NA,100883538,100883045,10675,24,91.34,0,"ScnbKXS_8861;HRSCAF=10358",8861,99.367,158,1,0,437,594,5800,5957,0.00000000000000000000000000000000000000000000000000000000000000000000000000491,287
"2563",9446,9606,9277,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,99.697,330,1,0,412,741,9606,9277,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000194,604
"2565",9446,10051,9900,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,99.342,152,1,0,191,342,10051,9900,0.0000000000000000000000000000000000000000000000000000000000000000000000173,276
"2566",9446,10307,10224,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,100,84,0,0,1271,1354,10307,10224,0.0000000000000000000000000000000000235,156
"2567",9446,10475,10398,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,100,78,0,0,1195,1272,10475,10398,0.0000000000000000000000000000000509,145
"2568",9446,11030,10931,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,100,100,0,0,1099,1198,11030,10931,0.00000000000000000000000000000000000000000003,185
"2569",9446,11262,11136,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,100,127,0,0,974,1100,11262,11136,0.0000000000000000000000000000000000000000000000000000000000294,235
"2570",9446,11470,11358,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,99.115,113,0,1,869,980,11470,11358,0.000000000000000000000000000000000000000000000000298,202
"2571",9446,11629,11574,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,100,56,0,0,814,869,11629,11574,0.0000000000000000000864,104
"2572",9446,11818,11629,NA,296981257,296981370,15733,18,101.8245614,0,"ScnbKXS_9446;HRSCAF=11016",9446,99.474,190,1,0,1,190,11818,11629,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013,346
"2576",9691,59592,59536,NA,296981257,296981370,6565,2,332.6111111,0,"ScnbKXS_9691;HRSCAF=11300",9691,100,57,0,0,2046,2102,59592,59536,0.0000000000000000000422,106
"2582",9694,187982,187865,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,118,0,0,407,524,187982,187865,0.00000000000000000000000000000000000000000000000000000284,219
"2584",9694,188603,188531,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,73,0,0,240,312,188603,188531,0.0000000000000000000000000000295,135
"2589",9694,225782,225665,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,118,0,0,407,524,225782,225665,0.00000000000000000000000000000000000000000000000000000284,219
"2591",9694,226404,226332,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,73,0,0,240,312,226404,226332,0.0000000000000000000000000000295,135
"2592",9694,228152,228213,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,62,0,0,1,62,228152,228213,0.0000000000000000000000384,115
"2593",9694,228193,228011,NA,296981257,296981370,24862,20,51.5,0,"ScnbKXS_9694;HRSCAF=11303",9694,100,183,0,0,58,240,228193,228011,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209,339
"2594",10597,4051,4014,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,100,38,0,0,2274,2311,4051,4014,0.00000000132,71.3
"2597",10597,5481,5358,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,100,124,0,0,1678,1801,5481,5358,0.00000000000000000000000000000000000000000000000000000000206,230
"2599",10597,6582,6434,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,99.333,150,0,1,1476,1625,6582,6434,0.00000000000000000000000000000000000000000000000000000000000000000000121,270
"2601",10597,6971,6912,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,100,60,0,0,1340,1399,6971,6912,0.000000000000000000000778,111
"2603",10597,7876,7768,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,100,109,0,0,1172,1280,7876,7768,0.000000000000000000000000000000000000000000000000449,202
"2605",10597,8776,8812,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,100,37,0,0,1,37,8776,8812,0.00000000475,69.4
"2609",10597,12931,13166,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,99.153,236,2,0,1800,2035,12931,13166,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000245,425
"2611",10597,16326,16449,NA,116574371,116574322,3105,6,251.8095238,0,"ScnbKXS_10597;HRSCAF=12345",10597,99.2,125,0,1,2225,2349,16326,16449,0.0000000000000000000000000000000000000000000000000000000957,224
"2623",11490,41851,42505,NA,313839316,313839837,1718,10,284.8333333,0,"ScnbKXS_11490;HRSCAF=13398",11490,99.389,655,3,1,1807,2460,41851,42505,0,1186
